Katalognr / Literatur,Fundort,Kreis,Land,Schwertart,Typ,Variante,Fundumstände (Statistik),Amt / Kreis,Datie-rung,Steinkreis/-kranz,Stein-kiste,Stein-packung,Stein-setzung,Stein-rahmen,Megalith-grab,Baum-sarg,Holz-sarg,Körper-bestattung,Brand-bestattung,Doppel-bestattung,Fibel,Nadel,Gold-nadel,Wetz-stein,Feuer-schlag-stein,Schwefel-kies,Flint-dolch,Vollgriff-schwert,Vollgriff-dolch,Achtkant-schwert,Griff-platten-schwert,Griffplatten-dolch,Griffzungen-schwert,Griffzungen-dolch,Griffangel-schwert,Griffangel-dolch,Krumm-schwert,Klingen-fragment,Dolchklingen-fragment,Schwertklingen-fragment,Knauf,Ortband,Holz-scheide,Leder-scheide,Doppel-knopf,Lanzen-spitze,Flintpfeil-spitze,"""Sonnen-scheibe""",Blech-hülse,Gürtel-platte,Gürtel-haken,Gürtel-dose,Buckel,Tutulus,Anhänger,Glas-perle,Bern-stein-perle,Anderes Bernstein-objekt,Spiral-ring,Ring,Gold-spiral-ring,Gold-ring,Hals-kragen,Hals-ring,Armring,Spiral-arm-ring,Armberge,Armband,Goldarm-band,Goldarm-ring,Gold-spiral-armring,Finger-ring,Spiral-finger-ring,Gold-finger-ring,Goldspiral-fingerring,Fußring,Fußberge,Spiral-röllchen,Gold-spiral-röllchen,Rasier-messer,Pinzette,Pfriem,Messer,Vollgriff-messer,Rahmen-griff-messer,Sichel,Rand-leisten-beil,Absatz-beil,nordisches Absatzbeil,Tüllen-beil,Hohl-beil,Axt,Schaft-röhren-axt,Stein-axt,Tüllen-meißel,Hohl-meißel,Tüllen-hammer,Bronze-rohmaterial,Bronze-gefäß,Ton-gefäß,Sonstiges
B280,Brunde,"Ksp. Bov, Lundtoft Herred, Åbenrå Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),B1,,Flachgrab,Åbenrå Amt,Per. II,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B281,Nørre-Hjarup,"Ksp. Øster-Løgum, Sønder-Rangstrup Herred, Åbenrå Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),D1,,Grabhügel,Åbenrå Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B282,Oldemorstoft,"Ksp. Bov, Lundtoft Herred, Åbenrå Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),SF,,Grabhügel,Åbenrå Amt,Per. II,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B283,Rugbjerg,"Ksp. Øster-Løgum, Sønder-Rangstrup Herred, Åbenrå Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),A1,,Grabhügel,Åbenrå Amt,Per. II,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B284,Sønder-Ønlev,"Ksp. Hjordkjær, Rise Herred, Åbenrå Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),F,,"Grabhügel, Nebenbestattung",Åbenrå Amt,Per. II,1,,1,1,,,1,1,,,,2,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B285,Blans,"Ksp. Ullerup, Nybøl Herred, Sønderborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. II) (?),unbekannt,,,Maribo Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B286,Brønd,"Ksp. Nordborg, Als Nørre-Herred, Sønderborg Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),K1,,Grabhügel,Sønderborg Amt,Per. II,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B287,Epholtgård,"Ksp. Oksbøl, Als Nørre-Herred, Sønderborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),?,,Grabhügel,Sønderborg Amt,Per. II,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B288,Kegnæs,"Ksp. Kegnæs, Als Sønder-Herred, Sønderborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),F,,Grabhügel,Sønderborg Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B289,Nybøl,"Ksp. Nybøl, Nybøl Herred, Sønderborg Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),E1,,Grabhügel,Sønderborg Amt,Per. II,,,1,,,,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B290,Nybøl,"Ksp. Nybøl, Nybøl Herred, Sønderborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),E1,,Grabhügel,Sønderborg Amt,Per. II,,,1,,,,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B291,Skakkenborg,"Ksp. Ketting, Als Sønder-Herred, Sønderborg Amt",Dänemark,Nordisches Vollgriffschwert (Per. II),K3,,unbekannt,Sønderborg Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B292,Skelde,"Ksp. Broager, Nybøl Herred, Sønderborg Amt",Dänemark,Nordischer Vollgriffdolch (Per. II),?,,Grabhügel,Sønderborg Amt,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B293,Drelsdorf,"Altkreis Husum, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),E2,,Grabhügel,Kreis Nordfriesland,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B294,Dunsum,"Altkreis Südtondern, Föhr, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),E1,,Grabhügel,Kreis Nordfriesland,Per. II,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B295,Sylt,"Altkreis Südtondern, Sylt, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II) (?),?,,Grabhügel,Kreis Nordfriesland,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B296,Hedehusum,"Altkreis Südtondern, Föhr, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),E2,,"Grabhügel, Nebenbestattung",Kreis Nordfriesland,Per. II,1,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B297,Kampen,"Altkreis Südtondern, Sylt, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),L5,,Grabhügel,Kreis Nordfriesland,Per. II,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B298,Kampen,"Altkreis Südtondern, Sylt, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),G2,,Grabhügel,Kreis Nordfriesland,Per. II,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B299,Kampen,"Altkreis Südtondern, Sylt, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),L3,,"Grabhügel, Nebenbestattung",Kreis Nordfriesland,Per. II,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
B300,Nebel,"Altkreis Südtondern, Amrum, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),E2,,Grabhügel,Kreis Nordfriesland,Per. II,,,1,,1,,,1,1,,,,1,,,1,1,,,,,,,,,,,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
B301,Nebel,"Altkreis Südtondern, Amrum, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),G2,,"Grabhügel, Nebenbestattung",Kreis Nordfriesland,Per. II,1,,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,
B302,Oldersbek,"Altkreis Husum, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),B4,,Grabhügel,Kreis Nordfriesland,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B303,Utersum,"Altkreis Südtondern, Föhr, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),unbekannt,,Grabhügel,Kreis Nordfriesland,Per. II,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B304,Utersum,"Altkreis Südtondern, Föhr, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),B1,,Grabhügel,Kreis Nordfriesland,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B305,Westerland,"Altkreis Südtondern, Sylt, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),B1,,Grabhügel,Kreis Nordfriesland,Per. II,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B306,Flensburg,"Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),B1,,Grabhügel,Kreis Schleswig-Flensburg,Per. II,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B307,Giesgaard,"Gem. Esgrus, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),M1,,Hortfund Moor,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B308,Giesgaard,"Gem. Esgrus, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),A6,,Hortfund Moor,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B309,Gottrupel,"Gem. Handewitt, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),E2,,Grabhügel,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B310,Gunneby,"Gem. Ulsnis, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),?,,unbekannt,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B311,Handewitt,"Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),F,,Grabhügel,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B312,Haurup,"Gem. Handewitt, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),L2,,Grabhügel,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B313,Haurup,"Gem. Handewitt, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),unbekannt,,Grabhügel,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B314,Haurup,"Gem. Handewitt, Kreis Schleswig-Flensburg",Deutschland,Bronzeschwert,,,unbekannt,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B315,Jübek,"Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),H,,unbekannt,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B316,Keelbek,"Gem. Tarp, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),B3,,"Grabhügel, Nebenbestattung",Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B317,Munkwolstrup,"Gem. Sankelmark, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),M1,,Grabhügel,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B318,Ringsberg,"Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Rahmengriffdolch,,,Grabhügel,Kreis Schleswig-Flensburg,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B319,Torsballig,"Gem. Havetoftloit, Kreis Schleswig-Flensburg, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),M1,,"Grabhügel, Nebenbestattung",Kreis Schleswig-Flensburg,Per. II,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
B320,Böhnreben,"Gem. Felm, Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),K2,,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B321,Bokelholm (verm.),"Gem. Emkendorf, Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),M2,,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B322,Borgstedt,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),A3,,Einzelfund Land,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B323,Emkendorf,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Rahmengriffschwert,,,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B324,Flintbek,"Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),M2 (?),,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B325,Flintbek,"Kreis Rendsburg-Eckernförde, Schlewig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II) (?),unbekannt,,"Grabhügel, Nebenbestattung",Kreis Rendsburg-Eckernförde,Per. II,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B326,Fockbek,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),B1,,"Grabhügel, Hauptbestattung",Kreis Rendsburg-Eckernförde,Per. II,1,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B327,Kr. Rendsburg,"Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II) (?),A1,,Einzelfund Land,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B328,Groß Buchwald,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),G2,,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B329,Hohenlieth,"Gem. Holtsee, Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),"A2, SF (?)",,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B330,Hohenwestedt,"Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),"L8, SF",,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B331,Kosel,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Griffangelschwert mit massivem Heft und Knauf (Per. II),SF,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B332,Liesbüttel,"Gem. Steenfeld, Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),G1,,"Grabhügel, Nebenbestattung",Kreis Rendsburg-Eckernförde,Per. II,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
B333,Liesbüttel,"Gem. Steenfeld, Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),M2,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,1,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B334,Liesbüttel,"Gem. Steenfeld, Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),B3,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B335,Norby,"Gem. Rieseby, Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),G1,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,1,,1,,1,,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,2,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,1
B336,Norby,"Gem. Rieseby, Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),H,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B337,Oersdorf,"Gem. Bendorf, Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),L4,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B339,Osterby,"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II) (?),M2,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B340,Rieseby (verm.),"Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),B4,,unbekannt,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B341,Schoolbek,"Gem. Kosel, Kreis Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),"SF, Ähnlichkeit Typ E",,"Grabhügel, Hauptbestattung",Kreis Rendsburg-Eckernförde,Per. II,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B342,Seedorf,"Gem. Borgdorf-Seedorf, Kr. Rendsburg-Eckernförde, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),A2,,Grabhügel,Kreis Rendsburg-Eckernförde,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B343,Friedrichsort,"Stadt Kiel, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II),F,,Einzelfund Moor,Stadt Kiel,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B344,Gadeland (heute Ruthenberg),"Stadt Neumünster, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),E2,,Grabhügel,Stadt Neumünster,Per. II,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B345,Neumünster,Schleswig-Holstein,Deutschland,Nordisches Vollgriffschwert (Per. II) (?),B1,,unbekannt,Stadt Neumünster,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B346,Tungendorf,"Stadt Neumünster, Schleswig-Holstein",Deutschland,Nordisches Vollgriffschwert (Per. II) (?),H (?),,Grabhügel,Stadt Neumünster,Per. II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B347,Albersdorf,"Kr. Dithmarschen, Schleswig-Holstein",Deutschland,Nordischer Vollgriffdolch (Per. II),SF,,Grabhügel,Kreis Dithmarschen,Per. II,1,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
